soil_temp,ext_temp,light,soil_moisture_1,soil_moisture_2,humidity,time_stamp
,21.609905228758173,50.25047385620915,39.3,,51.58018954248366,1718397185960
,21.509885522324776,50.3,39.7,,51.96045791070089,1718397216621
,21.5,49.218665405564074,39.4,,51.639555135188026,1718397247281
,21.40951633986928,48.919032679738564,39.5,,51.05709803921569,1718397278001
,21.309295499021527,48.718590998043055,39.6,,50.54647749510763,1718397308723
,21.118639913728313,48.51863991372831,39.7,,50.681360086271695,1718397339322
,21.00929876060013,48.5,39.5,,51.15350619699935,1718397369983
,20.909120915032677,48.5,39.6,,51.10912091503268,1718397400643
,20.80890410958904,48.5,39.6,,50.73561643835617,1718397431364
,20.70890381918398,48.5,39.8,,50.79109618081602,1718397462025
,20.608728758169935,48.77381372549019,39.7,,50.70872875816994,1718397492684
,20.50871110821212,48.8,39.6,,50.79128889178788,1718397523346
,20.5,48.891467320261434,39.8,,50.891467320261434,1718397554006
,20.408519243313762,48.99148075668624,39.6,,50.71703848662753,1718397584665
,20.30832354859752,48.90832354859752,39.6,,50.608323548597525,1718397615385
,20.208143524721415,49.08371295055717,39.7,,50.6,1718397646046
,20.108124592302676,49.1,42.8,,50.69187540769733,1718397676707
,20.1,49.1,42.8,,50.515882871989284,1718397707367
,20.00792537751541,49.468298489938356,43.1,,50.684149244969184,1718397738028
,20.0,49.59244493823933,77.3,,50.7,1718397768748
,20.0,50.15477347597769,68.4,,50.792462245996276,1718397799408
,20.0,50.93975212002609,66.1,,50.8,1718397830070
,19.90740438318581,51.92595616814188,65.0,,50.8,1718397860729
,19.9,53.018466705797955,64.1,,50.707412117654734,1718397891389
,19.9,54.4888907009361,63.2,,50.51481457320852,1718397922050
,19.9,55.158882849846115,62.7,,50.5,1718397952770
,19.806826261374386,54.920478784123155,62.5,,50.22047878412316,1718397983431
,19.8,53.77734328944783,61.7,,50.10644527412065,1718398014090
,19.70641226353555,52.76412263535551,61.3,,50.00641226353555,1718398044752
,19.7,51.762318224894614,60.9,,50.0,1718398075412
,19.7,51.7,60.3,,50.0,1718398106132
,19.7,52.07663908963082,59.9,,49.90584022759229,1718398136793
,19.7,52.38250546296598,59.8,,49.71166302468935,1718398167452
,19.7,52.682524461839535,59.7,,49.7,1718398198114
,19.60564360641809,53.36049475507336,59.1,,49.79435639358191,1718398228774
,19.6,53.58874103065884,59.0,,49.70562948467058,1718398259435
,19.6,54.35801307189542,59.4,,49.51049673202614,1718398290155
,19.6,58.743302566778645,59.2,,49.594419621016925,1718398320711
23.0,19.6,58.743302566778645,59.2,,49.594419621016925,1718398320711
23.4,19.6,64.49600130463143,58.9,,49.4104827136334,1718398351475
23.6,19.50504558674553,68.50322211692429,58.8,,49.30504558674553,1718398382139
23.8,19.5,72.28749863839367,58.7,,49.14144729675756,1718398437277
23.8,19.5,63.80100217864924,58.3,,49.07533769063181,1718398492417
23.9,19.5,55.377617786804976,58.2,,48.858380182075365,1718398547559
23.9,19.458336964415395,57.75041394335512,58.0,,48.63334785766158,1718398602699
23.9,19.4,58.49350411212578,57.9,,48.8594833064033,1718398657839
24.0,19.358165430441957,60.26574781015941,57.8,,50.545864238951054,1718398712980
24.0,19.34188166088709,59.205468508869075,57.5,,52.460698269757984,1718398768121
24.0,19.4,74.11623245765328,57.5,,53.26753508469345,1718398823202
24.1,19.441946247869136,74.08389249573828,57.4,,53.62583874360741,1718398878343
24.1,19.5,74.15801169165971,57.4,,53.96795323336117,1718398933483
24.1,19.584199059532672,67.3640752373863,57.3,,54.41049764883168,1718398988625
24.1,19.7,59.703961510530135,57.0,,54.86883805374001,1718399043765
24.1,19.7,66.46040432585185,57.1,,55.26890386392044,1718399098906
24.1,19.742250090876045,73.20700109051255,56.9,,55.71125045438023,1718399154045
24.1,19.842424792578203,73.8575752074218,56.9,,56.254548755469216,1718399209187
24.1,19.9,73.8,56.8,,56.812441059122236,1718399264328
24.1,19.942536310820625,73.75746368917937,56.7,,57.2701452432825,1718399319469
24.1,20.0,73.57206427015251,56.6,,57.713226216412494,1718399374609
24.1,20.0,73.27219955388716,56.8,,58.085200297408555,1718399429691
24.1,20.0,73.14264342774146,56.6,,58.41321713870734,1718399484831
24.1,20.0,73.2,56.5,,58.74275417574437,1718399539972
24.1,20.042817504216465,73.2,56.6,,58.88563500843293,1718399595113
24.1,20.1,72.94281512681324,56.5,,59.12859243659338,1718399650254
24.1,20.1,72.47108621847823,56.5,,59.34297126050725,1718399705394
24.1,20.1,72.25696590496916,56.6,,59.4,1718399760535
24.1,20.143080190991448,72.07075942702566,56.3,,59.4,1718399815675
24.1,20.243190936983716,71.77042718904886,56.3,,59.31361812603257,1718399870817
24.1,20.3,71.55669934640522,56.6,,59.07009803921569,1718399925958
24.1,20.3,71.41327687201901,56.2,,58.813276872019,1718399981098
24.1,20.34329805195984,71.3,56.3,,58.52680779216064,1718400036178
24.1,20.443407770515613,71.21318445896877,56.2,,58.169776688453155,1718400091319
24.1,20.5,71.01305767138193,56.1,,57.86958650707291,1718400146460
24.1,20.543518753857885,70.85648124614212,56.2,,57.52592498456846,1718400201601
24.1,20.6,70.6691254697627,56.1,,57.16912546976271,1718400256741
24.1,20.64368516503446,69.93209285455205,56.2,,56.868944504896625,1718400311881
24.1,20.743733773896626,66.09490205333962,56.0,,56.568798678310124,1718400367022
24.1,20.8,55.21641037744413,56.1,,56.31231096022222,1718400422164
24.1,20.84390460645629,45.7414309031556,56.1,,56.06828618063112,1718400477304
24.1,20.9,44.636279297761476,55.7,,55.81209309925383,1718400532445
24.1,20.9,44.16781830395236,55.7,,54.95097038906338,1718400587585
24.1,20.9,44.08802364803598,55.8,,53.5598817598201,1718400642666
24.1,20.855940450254174,44.2,55.8,,52.73564270152505,1718400697807
24.1,20.711663035584607,44.2,55.7,,52.3558315177923,1718400752947
24.0,20.55576975390363,44.06730926171089,55.7,,52.123079015614515,1718400808088
24.0,20.41143951634865,43.81143951634865,55.8,,51.855719758174324,1718400863230
24.0,20.255612643198198,43.7887747136036,55.8,,51.66683792959459,1718400918370
24.0,20.155503712714005,44.03348886185799,55.8,,51.322014850856014,1718400973511
23.9,20.055444126074498,44.110888252148996,55.8,,51.0554441260745,1718401028652
23.9,19.955396793696327,43.95539679369632,55.8,,50.866190381088984,1718401083792
23.9,19.810566065139245,43.81056606513925,55.8,,50.7,1718401138935
23.9,19.7,43.655228509249184,55.8,,50.92385745375408,1718401194073
23.9,19.65528766725368,43.68942466549264,55.9,,52.40723298415062,1718401249154
23.9,19.64482207697894,43.93446623093682,55.7,,54.39304284676834,1718401304295
23.9,19.7,44.1,55.8,,55.179532471300845,1718401359436
23.9,19.7,44.820697167755995,55.8,,55.580174291938995,1718401414638
23.8,19.7451459483009,45.4742702584955,55.8,,55.9354378449027,1718401469778
23.8,19.845095585301266,44.929426488192405,55.8,,56.28038234120506,1718401524859
23.8,19.9,45.09664857210291,55.8,,56.725749350955866,1718401579999
23.8,19.945261437908496,46.15261437908497,55.9,,57.22630718954248,1718401635141
23.8,20.0,47.425122866832304,55.8,,57.59064035835404,1718401690281
23.8,20.0,49.252722354350865,55.8,,57.881470924638265,1718401745421
23.8,20.045478477151832,50.94574172582197,55.7,,58.23643543145549,1718401800563
23.8,20.1,51.463389553862896,55.8,,58.4,1718401855703
23.8,20.1,50.117559594052395,55.7,,58.172607614240846,1718401910784
23.8,20.14558393696785,47.195730080061,55.7,,57.626496378192904,1718401965924
23.8,20.245692550699903,44.623226638101634,55.6,,57.25430744930009,1718402021065
23.8,20.3,43.24246386536334,55.7,,57.016985546145335,1718402076206
23.8,20.391608569353668,42.470978576615835,55.7,,56.70839143064633,1718402131347
23.8,20.5,42.2,55.6,,56.41634713144517,1718402186487
23.8,20.545974864438442,42.38389945775376,55.7,,56.062075406684684,1718402241629
23.8,20.64602229403435,42.093754765622165,55.7,,55.76193311789695,1718402296769
23.8,20.7,42.37645606390704,55.8,,55.50774146695716,1718402351909
23.8,20.746189698948132,43.492379397896265,55.6,,55.261430903155606,1718402407050
23.7,20.8,43.27631306621158,55.7,,55.007518018917594,1718402462191
23.7,20.8,42.99247499228437,55.6,,54.2526750540094,1718402517271
23.7,20.8,43.79443588022997,55.6,,52.990747021164694,1718402572412
23.7,20.753540305010894,45.01813725490196,55.7,,52.307080610021785,1718402627614
23.7,20.60708592799695,45.407085927996945,55.7,,52.0141718559939,1718402682693
23.7,20.453484702852688,44.46272465134836,55.7,,51.70696940570537,1718402737834
23.6,20.306868067028557,43.22060420108567,55.7,,51.55343403351428,1718402792975
23.6,20.153324255628178,42.52659404502542,55.7,,51.35997276688453,1718402848116
23.6,20.053216172545888,42.1,55.8,,51.106432345091775,1718402903256
23.6,19.906316533976533,42.33420866505867,55.8,,50.90631653397653,1718402958397
23.6,19.75310724206169,42.975142063506475,55.8,,51.17514206350647,1718403013538
23.6,19.7,44.19901419701536,55.8,,52.86902254820086,1718403068679
23.6,19.7,45.00590539045927,55.8,,54.81752035247403,1718403123820
23.5,19.7,43.866219332812754,55.9,,55.54097009098008,1718403178901
23.5,19.7,41.66411177644711,55.8,,55.79417165668663,1718403234041
23.5,19.747138554216868,40.924246987951804,55.8,,56.0414156626506,1718403289181
23.5,19.847217733882825,41.4,55.8,,56.43608866941414,1718403344322
23.5,19.9,41.21068990559186,55.8,,56.88931009440814,1718403399463
23.5,19.947385792785767,41.094771585571536,55.8,,57.28954317114307,1718403454604
23.4,20.0,41.29487118970244,55.8,,57.689742379404876,1718403509744
23.4,20.0,41.25736669147951,55.8,,57.709822255306015,1718403564884
