Temp Sensor 1,Temp Sensor 2,Light Percentage,Soil Moisture 1,Soil Moisture 2,Humidity,Timestamp
20.6,20.8,38.3,39.6,43.7,42,1720309647450
20.6,20.8,38.7,39.8,43.6,42,1720309702592
20.6,20.8,38.8,39.9,43.7,41.9,1720309757672
20.6,20.8,38.8,39.8,43.6,42,1720309812754
20.6,20.8,38.7,39.8,43.6,42,1720309867835
20.6,20.8,38.7,39.8,43.7,42.1,1720309922975
20.6,20.7,38.3,40,43.6,42.2,1720309978056
20.6,20.7,37.5,39.7,43.6,42.2,1720310033137
20.6,20.7,37,39.9,43.6,42.2,1720310088278
20.6,20.7,37.1,39.9,43.7,42.2,1720310143357
20.5,20.7,37.2,39.7,43.6,42.3,1720310198440
20.5,20.6,37.3,39.9,43.7,42.4,1720310253581
20.5,20.6,36.8,40,43.7,42.5,1720310308660
20.5,20.6,37,39.7,43.7,42.3,1720310363740
20.5,20.6,37,39.9,43.8,42.5,1720310418883
20.5,20.6,37.2,39.7,43.7,42.5,1720310473963
20.5,20.5,37.4,39.9,43.7,42.6,1720310529042
20.4,20.5,37.4,39.8,43.7,42.6,1720310584183
20.4,20.5,37.5,39.9,43.7,42.6,1720310639264
20.4,20.5,37.3,39.6,43.7,42.7,1720310694347
20.4,20.5,36.9,40.1,43.9,42.7,1720310749488
20.4,20.5,36.7,40,43.7,42.8,1720310804569
20.4,20.5,36.4,39.8,43.8,42.8,1720310859649
20.4,20.5,36,39.9,43.7,42.8,1720310914731
20.4,20.5,35.2,40,43.7,43,1720310969870
20.4,20.5,34.8,40,43.7,43,1720311024951
20.4,20.5,34.3,39.9,43.7,42.9,1720311080031
20.4,20.5,34.1,39.9,43.7,43.1,1720311135173
20.4,20.5,33.8,39.7,43.8,43.2,1720311190253
20.4,20.5,33.5,39.9,43.7,43,1720311245334
20.4,20.5,32.8,39.8,43.7,43.2,1720311300475
20.4,20.6,32.5,39.8,43.7,43.4,1720311355557
20.4,20.7,32.1,40,43.6,43.2,1720311410635
20.4,20.8,31,40.1,43.7,43.2,1720311465778
20.4,20.9,31.2,40,43.6,43,1720311520858
20.4,21,31.1,39.9,43.6,43,1720311575939
20.4,21,31,39.6,43.7,43.8,1720311631078
20.4,21,30.6,39.8,43.6,42.7,1720311686159
20.4,21,30.5,39.9,43.5,42.7,1720311741242
20.4,20.9,30.1,40,43.6,42.7,1720311796383
20.4,20.9,29.8,39.7,43.6,42.6,1720311851463
20.3,20.8,29.4,39.9,43.7,42.7,1720311906544
20.3,20.7,29.3,39.8,43.6,42.6,1720311961625
20.3,20.7,29,39.9,43.7,42.5,1720312016766
20.3,20.6,28.8,39.9,43.7,42.5,1720312071848
20.3,20.5,28.5,39.7,43.6,42.3,1720312126928
20.3,20.5,28.3,39.9,43.7,42.4,1720312182068
20.3,20.5,27.9,39.7,43.8,42.7,1720312237150
20.3,20.6,27.5,39.7,43.7,42.7,1720312292230
20.3,20.7,27.1,39.9,43.8,43,1720312347372
20.3,20.8,26.9,40,43.6,43.2,1720312402452
20.3,20.9,26.5,39.7,43.6,42.5,1720312457533
20.3,21,26,40.1,43.8,43.2,1720312512675
20.3,21,25.6,40,43.6,42.5,1720312567753
20.3,20.9,25.3,39.9,43.6,42.4,1720312622834
20.3,20.9,24.6,39.8,43.6,42.6,1720312677976
20.3,20.8,24.2,39.6,43.7,42.6,1720312733056
20.3,20.8,23.8,39.8,43.7,42.6,1720312788137
20.3,20.7,23.4,39.8,43.6,42.6,1720312843277
20.2,20.6,22.9,39.7,43.6,42.5,1720312898357
20.2,20.6,22.3,39.8,43.7,42.5,1720312953439
20.2,20.5,21.7,39.9,43.7,42.4,1720313008518
20.2,20.5,21.3,39.9,43.7,42.3,1720313063662
20.2,20.4,20.7,40,43.7,42.3,1720313118742
20.2,20.3,20,40,43.7,42.2,1720313173824
20.2,20.3,19.5,39.9,43.6,42.5,1720313228962
20.1,20.4,19.1,40.1,43.8,42.6,1720313284043
20.1,20.5,18.4,39.8,43.7,42.9,1720313339125
20.2,20.6,17.8,40,43.8,42.9,1720313394265
20.1,20.7,17.3,39.8,43.7,43,1720313449347
20.2,20.7,16.8,39.9,43.7,43.1,1720313504427
20.1,20.8,16.3,39.7,43.6,43.6,1720313559569
20.1,20.8,15.5,39.8,43.7,42.8,1720313614648
20.1,20.7,15,39.8,43.6,42.7,1720313669730
20.1,20.6,14.4,39.7,43.7,42.6,1720313724871
20.1,20.6,13.7,40,43.6,42.6,1720313779951
20.1,20.5,13.1,39.9,43.7,42.5,1720313835033
20.1,20.5,12.4,39.8,43.7,42.5,1720313890112
20.1,20.4,11.8,39.9,43.7,42.3,1720313945252
20.1,20.3,11.3,39.9,43.7,42.3,1720314000333
20.1,20.3,10.6,39.7,43.7,42.2,1720314055415
20.1,20.3,10,39.8,43.7,42.5,1720314110557
20.1,20.3,9.4,39.7,43.6,42.6,1720314165697
20.1,20.3,8.7,39.8,43.7,42.7,1720314220718
20.1,20.4,8.1,39.9,43.7,43,1720314275859
20.1,20.5,7.4,40,43.7,43.1,1720314330941
20.1,20.5,7,40,43.7,43.2,1720314386020
20.1,20.6,6.3,40.1,43.9,44.1,1720314441162
20.1,20.6,5.8,40,43.6,43.3,1720314496242
20.1,20.6,5.3,39.9,43.5,43,1720314551323
20,20.5,4.6,40.1,43.9,42.8,1720314606463
20.1,20.5,4.2,39.7,43.7,42.7,1720314661543
20,20.4,3.7,39.7,43.6,42.8,1720314716623
20,20.3,3.1,39.9,43.8,42.7,1720314771766
20,20.3,2.7,40,43.7,42.7,1720314826847
20,20.2,2.2,39.9,43.6,42.6,1720314881928
19.9,20.1,1.7,39.9,43.7,42.5,1720314937007
19.9,20.1,1.3,40,43.7,42.8,1720314992150
19.9,20.1,0.8,39.8,43.8,43,1720315047229
19.9,20.3,0.5,39.8,43.7,43,1720315102310
19.9,20.3,0.2,39.9,43.7,43.2,1720315157452
19.9,20.4,0,39.8,43.7,43.4,1720315212533
19.9,20.5,0,39.9,43.6,43.8,1720315267613
19.9,20.5,0,40,43.7,44.3,1720315322754
19.9,20.5,0,39.8,43.7,43.1,1720315377833
19.9,20.5,0,40,43.7,43,1720315432914
19.9,20.5,0,40.1,43.9,42.8,1720315488055
19.9,20.4,0,39.8,43.6,42.8,1720315543136
19.9,20.3,0,39.8,43.7,42.7,1720315598217
19.9,20.3,0,40.1,43.7,42.6,1720315653359
19.9,20.2,0,40,43.7,42.5,1720315708440
19.9,20.1,0,40,43.7,42.5,1720315763520
19.9,20.1,0,39.9,43.7,42.4,1720315818661
19.9,20,0,39.7,43.7,42.3,1720315873742
19.9,20,0,40,43.7,42.5,1720315928823
19.8,20,0,40,43.8,42.7,1720315983903
19.9,20.1,0,39.9,43.7,43,1720316039044
19.9,20.1,0,39.9,43.7,43.3,1720316094123
19.9,20.3,0,40,43.7,43,1720316149206
19.9,20.3,0,39.7,43.7,43.3,1720316204348
19.9,20.4,0,39.7,43.6,43.3,1720316259426
19.9,20.5,0,39.9,43.7,43.1,1720316314507
19.9,20.4,0,40,43.8,42.6,1720316369649
19.8,20.3,0,39.8,43.6,42.8,1720316424730
19.8,20.3,0,39.8,43.7,42.8,1720316479810
19.8,20.3,0,40.1,43.8,42.8,1720316534952
19.8,20.2,0,39.7,43.7,42.8,1720316590032
19.8,20.1,0,39.9,43.8,42.8,1720316645112
19.8,20.1,0,40,43.7,42.7,1720316700253
19.8,20,0,40.2,43.8,42.5,1720316755335
19.8,20,0,39.9,43.7,42.5,1720316810419
19.8,20,0,39.8,43.7,42.5,1720316865557
19.8,19.9,0,39.8,43.8,42.7,1720316920637
19.8,20,0,39.8,43.8,43,1720316975720
19.8,20,0,40,43.7,43.3,1720317030799
19.8,20.1,0,40,43.7,43.5,1720317085940
19.8,20.2,0,39.8,43.6,43.5,1720317141021
19.8,20.3,0,40,43.7,44.1,1720317196099
19.8,20.3,0,39.9,43.7,44.4,1720317251239
19.8,20.4,0,39.9,43.7,44.4,1720317306384
19.8,20.4,0,39.9,43.6,44.2,1720317361403
19.8,20.4,0,40,43.8,43.5,1720317416543
19.8,20.3,0,39.8,43.7,43.3,1720317471624
19.8,20.3,0,39.9,43.7,43.2,1720317526707
19.8,20.2,0,40,43.9,43.2,1720317581849
19.7,20.2,0,39.8,43.7,43.2,1720317636928
19.7,20.1,0,40.1,43.7,43.1,1720317692008
19.7,20,0,39.9,43.7,43.1,1720317747150
19.7,20,0,39.9,43.8,42.9,1720317802230
19.7,20,0,40,43.8,42.8,1720317857310
19.7,19.9,0,39.9,43.8,42.8,1720317912390
19.7,19.9,0,39.9,43.8,43,1720317967531
19.7,19.9,0,39.8,43.8,43.2,1720318022613
19.6,20,0,40,43.7,43.4,1720318077693
19.7,20,0,39.9,43.7,43.7,1720318132835
19.7,20.1,0,39.8,43.8,43.6,1720318187916
19.7,20.2,0,39.9,43.7,44,1720318242997
19.7,20.3,0,39.9,43.6,44,1720318298136
19.7,20.3,0,39.8,43.6,44,1720318353218
19.7,20.3,0,40,43.7,45.3,1720318408299
19.7,20.3,0,40,43.7,44,1720318463440
19.7,20.3,0,39.7,43.7,43.6,1720318518520
19.6,20.3,0,39.8,43.8,43.6,1720318573600
19.6,20.1,0,39.8,43.7,43.5,1720318628742
19.6,20.1,0,40,43.6,43.4,1720318683822
19.6,20,0,39.7,43.7,43.4,1720318738902
19.6,20,0,39.7,43.7,43.2,1720318794042
19.6,19.9,0,39.8,43.8,43.1,1720318849125
19.6,19.9,0,39.8,43.7,43,1720318904205
19.6,19.8,0,39.8,43.7,42.9,1720318959286
19.6,19.8,0,39.8,43.8,43,1720319014428
19.6,19.8,0,39.9,43.8,43.3,1720319069508
19.6,19.9,0,39.8,43.8,43.6,1720319124589
19.6,20,0,39.7,43.7,43.7,1720319179729
19.6,20,0,39.9,43.7,43.7,1720319234810
19.6,20.1,0,39.7,43.7,44.1,1720319289891
19.6,20.1,0,39.7,43.7,43.2,1720319345031
19.6,20.2,0,39.9,43.7,44,1720319400110
19.6,20.3,0,39.7,43.7,44.5,1720319455253
19.6,20.3,0,40.1,43.7,44,1720319510336
19.6,20.3,0,39.7,43.6,44.4,1720319565414
19.6,20.2,0,39.7,43.7,44.3,1720319620496
19.6,20.1,0,39.9,43.8,44.4,1720319675637
19.6,20.1,0,39.7,43.6,44.3,1720319730718
19.6,20,0,39.8,43.7,44.4,1720319785800
19.6,20,0,39.8,43.7,44.3,1720319840939
19.5,20,0,39.9,43.7,44.1,1720319896020
19.5,19.9,0,39.7,43.7,44,1720319951100
19.5,19.9,0,39.9,43.7,43.9,1720320006180
19.5,19.8,0,39.8,43.7,43.8,1720320061322
19.5,19.8,0,39.7,43.7,43.8,1720320116402
19.5,19.8,0,39.9,43.7,44.1,1720320171483
19.5,19.9,0,39.8,43.8,44.4,1720320226625
19.5,19.9,0,39.7,43.7,44.6,1720320281706
19.5,20,0,39.7,43.7,44.8,1720320336785
19.5,20,0,39.9,43.8,45.1,1720320391926
19.5,20.1,0,39.8,43.6,45.3,1720320447009
19.5,20.1,0,39.9,43.7,45.7,1720320502088
19.5,20.2,0,39.9,43.8,47.2,1720320557229
19.5,20.2,0,39.7,43.7,45.9,1720320612308
19.5,20.1,0,39.8,43.6,45.2,1720320667389
19.5,20.1,0,39.9,43.7,45,1720320722532
19.5,20,0,39.8,43.6,45,1720320777613
19.5,20,0,39.6,43.7,44.9,1720320832694
19.5,20,0,39.9,43.6,44.7,1720320887773
19.5,19.9,0,39.9,43.7,44.6,1720320942914
19.5,19.8,0,39.8,43.7,44.5,1720320997996
19.5,19.8,0,39.8,43.7,44.3,1720321053076
19.4,19.7,0,39.9,43.7,44.3,1720321108216
19.4,19.7,0,40,43.7,44.1,1720321163299
19.4,19.7,0,39.9,43.7,44.6,1720321218378
19.4,19.7,0,39.9,43.7,44.7,1720321273519
19.4,19.8,0,39.9,43.8,44.9,1720321328602
19.4,19.8,0,39.9,43.7,45.2,1720321383682
19.4,19.9,0,39.9,43.7,45.7,1720321438823
19.4,20,0,40,43.7,46,1720321493903
19.4,20,0,39.8,43.7,46.3,1720321548983
19.4,20,0,40,43.9,46.5,1720321604124
19.4,20.1,0,39.9,43.7,47.2,1720321659205
19.4,20.1,0,39.9,43.6,47.2,1720321714286
19.4,20.1,0,39.8,43.7,46,1720321769428
19.4,20.1,0,39.8,43.7,45.4,1720321824508
19.4,20,0,39.8,43.7,44.9,1720321879648
19.4,20,0,39.7,43.7,44.8,1720321934669
19.4,20,0,39.8,43.6,44.7,1720321989810
19.4,19.9,0,39.8,43.9,44.3,1720322044890
19.4,19.9,0,39.8,43.7,44.1,1720322099972
19.4,19.8,0,39.9,43.6,44,1720322155113
19.4,19.8,0,39.8,43.6,43.9,1720322210192
19.4,19.7,0,39.8,43.7,43.7,1720322265273
19.4,19.7,0,40,43.7,43.4,1720322320415
19.4,19.7,0,40,43.7,43.4,1720322375495
19.4,19.7,0,40.1,43.8,43.5,1720322430574
19.4,19.7,0,40.1,43.8,43.7,1720322485716
19.4,19.9,0,39.8,43.7,43.9,1720322540798
19.4,19.9,0,39.7,43.7,43.4,1720322595877
19.4,19.9,0,39.9,43.7,43.1,1720322651019
19.4,20,0,39.7,43.6,43,1720322706100
19.4,20,0,39.8,43.7,43.9,1720322761181
19.4,20,0,39.8,43.8,44.7,1720322816321
19.4,20,0,39.9,43.7,43.8,1720322871402
19.4,20,0,39.9,43.7,44,1720322926485
19.4,20,0,39.8,43.6,44,1720322981564
19.4,20,0,39.9,43.7,44,1720323036705
19.4,19.9,0,39.8,43.7,43.8,1720323091786
19.3,19.9,0,40,43.7,43.7,1720323146866
19.3,19.9,0,39.8,43.7,43.6,1720323202008
19.3,19.8,0,39.9,43.8,43.5,1720323257086
19.3,19.7,0,39.9,43.7,43.4,1720323312168
19.3,19.7,0,39.9,43.7,43.3,1720323367311
19.3,19.7,0,40,43.8,43.2,1720323422391
19.3,19.6,0,39.8,43.8,43.2,1720323477472
19.3,19.5,0,40.2,43.9,43.2,1720323532612
19.3,19.5,0,39.9,43.8,43.5,1720323587693
19.3,19.6,0,39.7,43.8,43.5,1720323642773
19.3,19.7,0,39.7,43.7,44.2,1720323697916
19.3,19.7,0,39.9,43.7,44.1,1720323752997
19.3,19.7,0,39.8,43.7,44.4,1720323808076
19.3,19.8,0,40.1,43.7,44.8,1720323863218
19.3,19.9,0,39.9,43.7,45.2,1720323918299
19.3,19.9,0,39.7,43.7,45.4,1720323973380
19.3,19.9,0,39.7,43.8,46.5,1720324028461
19.3,20,0,39.9,43.7,45.5,1720324083601
19.3,19.9,0,39.6,43.7,45.3,1720324138682
19.3,19.9,0,39.8,43.7,45.1,1720324193761
19.3,19.9,0,40.1,43.7,45,1720324248903
19.3,19.8,0,39.8,43.7,44.9,1720324303983
19.3,19.7,0,39.8,43.6,44.9,1720324359063
19.3,19.7,0,39.9,43.9,44.8,1720324414205
19.3,19.7,0,39.9,43.8,44.6,1720324469286
19.3,19.6,0,39.9,43.8,44.6,1720324524366
19.3,19.5,0,40.2,44,44.5,1720324579509
19.3,19.5,0,39.9,43.7,44.5,1720324634588
19.2,19.5,0,39.9,43.6,44.3,1720324689670
19.3,19.5,0,39.9,43.7,44.6,1720324744810
19.3,19.5,0,40,43.8,44.8,1720324799892
