Temp Sensor 1,Soil Moisture 1,Soil Moisture 2,Timestamp
27.3,62.7,67.6,1717353581897
27.3,62.7,67.6,1717353584957
27.3,62.7,67.6,1717353587957
27.3,62.8,67.6,1717353590957
27.3,62.8,67.6,1717353593957
27.3,62.7,67.6,1717353596958
27.3,62.9,67.6,1717353600153
27.3,62.9,67.6,1717353603257
27.3,62.7,67.6,1717353606256
27.3,62.7,67.6,1717353609257
27.3,62.9,67.6,1717353612257
27.3,62.9,67.6,1717353615258
27.3,62.8,67.6,1717353618257
27.3,62.8,67.6,1717353621258
27.3,62.6,67.6,1717353624258
27.3,62.6,67.6,1717353627317
27.2,62.6,67.5,1717353630213
27.2,62.6,67.5,1717353633318
27.3,62.7,67.7,1717353636319
27.3,62.7,67.7,1717353639318
27.3,62.6,67.5,1717353642319
27.2,62.8,67.6,1717353645618
27.2,62.8,67.6,1717353648619
27.2,62.8,67.5,1717353651618
27.2,62.8,67.5,1717353654620
27.3,62.7,67.6,1717353657618
27.3,62.7,67.6,1717353660513
27.3,62.8,67.6,1717353663620
27.3,62.8,67.6,1717353666620
27.3,62.6,67.6,1717353669618
27.3,62.6,67.6,1717353672678
27.3,62.7,67.7,1717353675678
27.3,62.7,67.7,1717353678680
27.2,62.8,67.6,1717353681679
27.2,62.8,67.6,1717353684678
27.2,62.6,67.6,1717353687678
27.2,62.8,67.6,1717353690874
27.2,62.8,67.6,1717353693979
27.2,62.7,67.5,1717353696980
27.2,62.7,67.5,1717353699978
27.2,62.8,67.6,1717353702979
27.2,62.8,67.6,1717353705978
27.2,62.6,67.6,1717353708978
27.2,62.6,67.6,1717353711979
27.2,62.7,67.6,1717353714981
27.2,62.7,67.6,1717353717979
27.2,62.7,67.6,1717353720947
27.2,62.7,67.6,1717353724039
27.2,62.6,67.6,1717353727041
27.2,62.6,67.6,1717353730041
27.2,62.7,67.6,1717353733040
27.2,62.6,67.5,1717353736340
27.2,62.6,67.5,1717353739340
27.2,62.8,67.6,1717353742340
27.2,62.8,67.6,1717353745340
27.2,62.6,67.5,1717353748340
27.2,62.6,67.5,1717353751341
27.2,62.6,67.5,1717353754340
27.2,62.6,67.5,1717353757521
27.2,62.6,67.6,1717353760341
27.2,62.6,67.6,1717353763402
27.2,62.6,67.5,1717353766399
27.2,62.6,67.5,1717353769400
27.2,62.5,67.6,1717353772400
27.2,62.5,67.6,1717353775400
27.2,62.6,67.6,1717353778401
27.2,62.7,67.5,1717353781702
27.2,62.7,67.5,1717353784699
27.2,62.6,67.5,1717353787701
27.2,62.6,67.5,1717353790700
27.1,62.7,67.6,1717353793700
27.1,62.7,67.6,1717353796701
27.2,62.8,67.6,1717353799700
27.2,62.8,67.6,1717353802701
27.1,62.5,67.5,1717353805761
27.1,62.5,67.5,1717353808702
27.1,62.7,67.5,1717353811761
27.1,62.7,67.5,1717353814656
27.1,62.6,67.6,1717353817761
27.1,62.6,67.6,1717353820761
27.1,62.5,67.5,1717353823761
27.1,62.5,67.5,1717353827061
27.1,62.5,67.5,1717353830060
27.1,62.7,67.5,1717353833063
27.1,62.7,67.5,1717353836061
27.1,62.6,67.5,1717353839062
27.1,62.6,67.5,1717353842061
27.1,62.5,67.5,1717353844958
27.1,62.5,67.5,1717353848062
27.1,62.6,67.5,1717353851062
27.1,62.6,67.5,1717353854061
27.1,62.6,67.6,1717353857121
27.1,62.6,67.6,1717353860121
27.1,62.7,67.6,1717353863121
27.1,62.7,67.6,1717353866120
27.1,62.6,67.5,1717353869121
27.1,62.5,67.6,1717353872421
27.1,62.5,67.6,1717353875317
27.1,62.5,67.5,1717353878421
27.1,62.5,67.5,1717353881421
27.1,62.7,67.4,1717353884421
27.1,62.7,67.4,1717353887421
27.1,62.6,67.5,1717353890422
27.1,62.6,67.5,1717353893424
27.1,62.6,67.4,1717353896421
27.1,62.6,67.4,1717353899421
27.1,62.6,67.4,1717353902482
27.1,62.6,67.4,1717353905377
27.1,62.5,67.5,1717353908481
27.1,62.5,67.5,1717353911482
27.1,62.5,67.5,1717353914481
27.1,62.5,67.4,1717353917782
27.1,62.5,67.4,1717353920782
27.1,62.5,67.6,1717353923782
27.1,62.5,67.6,1717353926783
27.1,62.6,67.5,1717353929782
27.1,62.6,67.5,1717353932782
27.1,62.5,67.5,1717353935678
27.1,62.5,67.5,1717353938782
27.1,62.6,67.4,1717353941783
27.1,62.6,67.4,1717353944783
27.1,62.5,67.5,1717353947843
27.1,62.5,67.5,1717353950842
27.1,62.6,67.5,1717353953843
27.1,62.6,67.5,1717353956842
27.1,62.6,67.5,1717353959843
27.1,62.6,67.5,1717353963143
27.1,62.6,67.5,1717353966052
27.1,62.5,67.5,1717353969142
27.1,62.5,67.5,1717353972143
27.1,62.5,67.4,1717353975143
27.1,62.5,67.4,1717353978143
27.1,62.5,67.5,1717353981144
27.1,62.5,67.5,1717353984142
27.1,62.6,67.5,1717353987143
27.1,62.6,67.5,1717353990143
27.1,62.5,67.5,1717353993204
27.1,62.5,67.5,1717353996203
27.1,62.5,67.5,1717353999204
27.1,62.5,67.5,1717354002203
27.1,62.5,67.4,1717354005203
27.1,62.6,67.5,1717354008504
27.1,62.6,67.5,1717354011503
27.1,62.5,67.5,1717354014503
27.1,62.5,67.5,1717354017504
27.1,62.5,67.4,1717354020503
27.1,62.5,67.4,1717354023504
27,62.5,67.5,1717354026503
27,62.5,67.5,1717354029503
27.1,62.5,67.5,1717354032504
27.1,62.5,67.5,1717354035504
27.1,62.6,67.5,1717354038565
27.1,62.6,67.5,1717354041565
27,62.5,67.4,1717354044564
27,62.5,67.4,1717354047564
27.1,62.5,67.4,1717354050563
27,62.5,67.4,1717354053863
27,62.5,67.4,1717354056864
27,62.5,67.3,1717354059760
27,62.5,67.3,1717354062864
27,62.5,67.5,1717354065864
27,62.5,67.5,1717354068864
27,62.5,67.5,1717354071863
27,62.5,67.5,1717354074865
27,62.5,67.4,1717354077864
27,62.5,67.4,1717354080864
27,62.5,67.5,1717354083925
27,62.5,67.5,1717354086924
27,62.6,67.4,1717354089820
27,62.6,67.4,1717354092924
27,62.5,67.3,1717354095924
27,62.5,67.3,1717354099224
27,62.5,67.3,1717354102224
27,62.5,67.4,1717354105224
27,62.5,67.4,1717354108225
27,62.5,67.4,1717354111224
27,62.5,67.4,1717354114223
27,62.5,67.3,1717354117224
27,62.5,67.3,1717354120120
27,62.5,67.4,1717354123225
27,62.5,67.4,1717354126224
27,62.5,67.4,1717354129285
27,62.5,67.4,1717354132284
27,62.5,67.4,1717354135285
27,62.5,67.4,1717354138286
27,62.5,67.4,1717354141286
27,62.6,67.3,1717354144586
27,62.6,67.3,1717354147585
26.9,62.5,67.3,1717354150481
26.9,62.5,67.3,1717354153586
26.9,62.5,67.3,1717354156585
26.9,62.5,67.3,1717354159585
26.9,62.5,67.4,1717354162586
26.9,62.5,67.4,1717354165585
26.9,62.5,67.4,1717354168585
26.9,62.5,67.4,1717354171586
27,62.5,67.4,1717354174645
27,62.5,67.4,1717354177646
26.9,62.5,67.4,1717354180546
26.9,62.5,67.4,1717354183646
26.9,62.5,67.4,1717354186646
26.9,62.5,67.3,1717354189946
26.9,62.5,67.3,1717354192947
26.9,62.5,67.3,1717354196005
26.9,62.5,67.3,1717354198946
26.9,62.5,67.5,1717354201947
26.9,62.5,67.5,1717354204945
26.9,62.5,67.3,1717354207947
26.9,62.5,67.3,1717354210947
26.9,62.5,67.4,1717354213947
26.9,62.5,67.4,1717354216947
26.9,62.5,67.4,1717354220006
26.9,62.5,67.4,1717354223006
26.9,62.5,67.4,1717354226007
26.9,62.5,67.4,1717354229007
26.9,62.5,67.4,1717354232008
26.9,62.5,67.3,1717354235307
26.9,62.5,67.3,1717354238306
26.9,62.5,67.3,1717354241320
26.9,62.5,67.3,1717354244307
26.9,62.5,67.2,1717354247306
26.9,62.5,67.2,1717354250306
26.9,62.5,67.4,1717354253307
26.9,62.5,67.4,1717354256308
26.9,62.5,67.4,1717354259307
26.9,62.5,67.4,1717354262307
26.9,62.5,67.3,1717354265366
26.9,62.5,67.3,1717354268366
26.9,62.5,67.3,1717354271367
26.9,62.5,67.3,1717354274263
26.9,62.5,67.3,1717354277367
26.9,62.5,67.2,1717354280668
26.9,62.5,67.2,1717354283667
26.9,62.5,67.3,1717354286668
26.9,62.5,67.3,1717354289668
26.9,62.5,67.3,1717354292667
26.9,62.5,67.3,1717354295667
26.9,62.5,67.3,1717354298667
26.9,62.5,67.3,1717354301667
26.9,62.5,67.3,1717354304563
26.9,62.5,67.3,1717354307668
26.9,62.5,67.2,1717354310727
26.9,62.5,67.2,1717354313727
26.9,62.5,67.2,1717354316727
26.9,62.5,67.2,1717354319727
26.9,62.5,67.3,1717354322729
26.9,62.5,67.2,1717354326027
26.9,62.5,67.2,1717354329089
26.9,62.5,67.3,1717354332029
26.9,62.5,67.3,1717354334924
26.9,62.5,67.2,1717354338029
26.9,62.5,67.2,1717354341029
26.9,62.5,67.4,1717354344028
26.9,62.5,67.4,1717354347028
26.9,62.5,67.4,1717354350028
26.9,62.5,67.4,1717354353029
26.9,62.5,67.2,1717354356089
26.9,62.5,67.2,1717354359089
26.9,62.5,67.2,1717354362087
26.9,62.5,67.2,1717354364984
26.9,62.5,67.3,1717354368088
26.9,62.5,67.4,1717354371388
26.9,62.5,67.4,1717354374389
26.9,62.5,67.4,1717354377388
26.9,62.5,67.4,1717354380387
26.9,62.5,67.3,1717354383389
26.9,62.5,67.3,1717354386388
26.9,62.5,67.3,1717354389387
26.9,62.5,67.3,1717354392389
26.9,62.5,67.4,1717354395284
26.9,62.5,67.4,1717354398388
26.8,62.5,67.3,1717354401448
26.8,62.5,67.3,1717354404448
26.8,62.5,67.3,1717354407447
26.8,62.5,67.3,1717354410449
26.9,62.5,67.2,1717354413449
26.8,62.5,67.3,1717354416748
26.8,62.5,67.3,1717354419748
26.8,62.5,67.4,1717354422759
26.8,62.5,67.4,1717354425643
26.8,62.5,67.3,1717354428750
26.8,62.5,67.3,1717354431748
26.8,62.5,67.2,1717354434748
26.8,62.5,67.2,1717354437749
26.8,62.5,67.3,1717354440749
26.8,62.5,67.3,1717354443750
26.8,62.5,67.2,1717354446809
26.8,62.5,67.2,1717354449809
26.8,62.5,67.3,1717354452810
26.8,62.5,67.3,1717354455810
26.8,62.5,67.3,1717354458810
26.8,62.5,67.2,1717354462109
26.8,62.5,67.2,1717354465110
26.8,62.5,67.2,1717354468110
26.8,62.5,67.2,1717354471110
26.8,62.5,67.3,1717354474109
26.8,62.5,67.3,1717354477110
26.8,62.5,67.2,1717354480110
26.8,62.5,67.2,1717354483111
26.8,62.5,67.2,1717354486109
26.8,62.5,67.2,1717354489109
26.8,62.5,67.2,1717354492111
26.8,62.5,67.2,1717354495170
26.8,62.5,67.3,1717354498170
26.8,62.5,67.3,1717354501172
26.8,62.5,67.2,1717354504170
26.8,62.5,67.2,1717354507470
26.8,62.5,67.2,1717354510470
26.8,62.5,67.2,1717354513471
26.8,62.5,67.2,1717354516471
26.8,62.5,67.3,1717354519431
26.8,62.5,67.3,1717354522470
26.8,62.5,67.2,1717354525470
26.8,62.5,67.2,1717354528471
26.8,62.5,67.2,1717354531470
26.8,62.5,67.2,1717354534471
26.8,62.5,67.2,1717354537532
26.8,62.5,67.2,1717354540530
26.8,62.5,67.2,1717354543530
26.8,62.5,67.2,1717354546533
26.8,62.5,67.2,1717354549426
26.8,62.5,67.2,1717354552831
26.8,62.5,67.2,1717354555830
26.8,62.5,67.3,1717354558831
26.8,62.5,67.3,1717354561830
26.8,62.5,67.2,1717354564830
26.8,62.5,67.2,1717354567830
26.8,62.5,67.1,1717354570830
26.8,62.5,67.1,1717354573831
26.8,62.5,67.3,1717354576831
26.8,62.5,67.3,1717354579726
26.8,62.5,67.2,1717354582830
26.8,62.5,67.2,1717354585890
26.8,62.5,67.3,1717354588890
26.8,62.5,67.3,1717354591891
26.8,62.5,67.2,1717354594890
26.8,62.5,67.2,1717354598192
26.8,62.5,67.2,1717354601191
26.8,62.5,67.1,1717354604190
26.8,62.5,67.1,1717354607191
26.8,62.5,67.2,1717354610087
26.8,62.5,67.2,1717354613192
26.8,62.5,67.2,1717354616192
26.8,62.5,67.2,1717354619191
26.8,62.5,67.2,1717354622193
26.8,62.5,67.2,1717354625191
26.8,62.5,67.1,1717354628192
26.8,62.5,67.1,1717354631253
26.8,62.5,67.2,1717354634252
26.8,62.5,67.2,1717354637252
26.8,62.5,67.2,1717354640147
26.8,62.1,67.2,1717354643552
26.8,62.1,67.2,1717354646553
26.8,62.5,67.2,1717354649553
26.8,62.5,67.2,1717354652554
26.8,62.5,67.1,1717354655553
26.8,62.5,67.1,1717354658554
26.8,62.1,67.2,1717354661553
26.8,62.1,67.2,1717354664553
26.8,62.5,67.2,1717354667552
26.8,62.5,67.2,1717354670552
26.8,62.5,67.2,1717354673613
26.8,62.5,67.2,1717354676613
26.7,62.5,67.2,1717354679613
26.7,62.5,67.2,1717354682613
26.7,62.5,67.2,1717354685611
26.7,62.5,67.2,1717354688912
26.7,62.5,67.2,1717354691912
26.7,62.5,67.2,1717354694912
26.7,62.5,67.2,1717354697912
26.8,62.5,67.2,1717354700912
26.8,62.5,67.2,1717354703912
26.7,62.5,67.2,1717354706912
26.7,62.5,67.2,1717354709912
26.7,62.5,67.1,1717354712912
26.7,62.5,67.1,1717354715912
26.7,62.5,67.1,1717354718913
26.7,62.5,67.1,1717354721973
26.7,62.5,67.2,1717354724972
26.7,62.5,67.2,1717354727972
26.7,62.5,67.1,1717354730972
26.7,62.5,67.3,1717354734272
26.7,62.5,67.3,1717354737272
26.7,62.5,67.2,1717354740273
26.7,62.5,67.2,1717354743274
26.7,62.5,67.2,1717354746273
26.7,62.5,67.2,1717354749275
26.7,62.5,67.1,1717354752168
26.7,62.5,67.1,1717354755273
26.7,62.5,67.2,1717354758274
26.7,62.5,67.2,1717354761273
26.7,62.5,67.2,1717354764169
26.7,62.5,67.2,1717354767334
26.7,62.5,67.2,1717354770335
26.7,62.5,67.2,1717354773333
26.7,62.5,67.2,1717354776333
26.7,62.5,67.2,1717354779635
26.7,62.5,67.2,1717354782633
26.6,62.5,67.1,1717354785634
26.6,62.5,67.1,1717354788634
26.7,62.5,67.1,1717354791632
26.7,62.5,67.1,1717354794529
26.7,62.5,67.2,1717354797633
26.7,62.5,67.2,1717354800635
26.7,62,67.2,1717354803635
26.7,62,67.2,1717354806633
26.6,62.5,67.2,1717354809634
26.6,62.5,67.2,1717354812694
26.7,62.5,67.2,1717354815695
26.7,62.5,67.2,1717354818695
26.6,62.5,67.2,1717354821695
26.6,62.5,67.2,1717354824890
26.6,62.5,67.2,1717354827996
26.6,62.5,67.1,1717354830996
26.6,62.5,67.1,1717354833994
26.6,62.5,67.2,1717354836994
26.6,62.5,67.2,1717354839995
26.6,62.5,67.1,1717354842995
26.6,62.5,67.1,1717354845996
26.6,62.5,67.2,1717354848995
26.6,62.5,67.2,1717354851995
26.6,62.5,67.1,1717354854890
26.6,62.5,67.1,1717354858055
26.6,62.5,67.1,1717354861056
26.6,62.5,67.1,1717354864055
26.6,62.5,67.2,1717354867055
26.6,62.5,67.1,1717354870356
26.6,62.5,67.1,1717354873354
26.6,62,67.1,1717354876355
26.6,62,67.1,1717354879355
26.6,62.5,67.2,1717354882356
26.6,62.5,67.2,1717354885251
26.6,62.5,67.2,1717354888355
26.6,62.5,67.2,1717354891356
26.6,62.5,67.3,1717354894355
26.6,62.5,67.3,1717354897355
26.6,62.5,67.1,1717354900355
26.6,62.5,67.1,1717354903416
26.6,62.1,67.3,1717354906416
26.6,62.1,67.3,1717354909415
26.6,62.1,67.1,1717354912415
26.6,62.1,67.2,1717354915719
26.6,62.1,67.2,1717354918716
26.6,62.5,67.2,1717354921716
26.6,62.5,67.2,1717354924715
26.6,62.5,67.1,1717354927716
26.6,62.5,67.1,1717354930716
26.6,62.5,67.2,1717354933717
26.6,62.5,67.2,1717354936716
26.6,62.5,67.2,1717354939717
26.6,62.5,67.2,1717354942716
26.6,62.5,67.1,1717354945715
26.6,62.5,67.1,1717354948715
26.6,62.1,67.1,1717354951776
26.6,62.1,67.1,1717354954777
26.6,62.1,67.2,1717354957778
26.6,62.5,67.2,1717354961077
26.6,62.5,67.2,1717354964077
26.6,62.5,67.2,1717354967077
26.6,62.5,67.2,1717354970077
26.6,62,67.2,1717354973077
26.6,62,67.2,1717354976077
26.6,62.5,67.2,1717354979179
26.6,62.5,67.2,1717354982077
26.6,62.5,67.2,1717354985076
26.6,62.5,67.2,1717354988078
26.6,62.5,67.3,1717354991076
26.6,62.5,67.3,1717354994138
26.6,62.5,67.2,1717354997138
26.6,62.5,67.2,1717355000136
26.6,62.5,67.2,1717355003139
26.6,62.1,67.2,1717355006436
26.6,62.1,67.2,1717355009332
26.6,62.5,67.2,1717355012450
26.6,62.5,67.2,1717355015437
26.6,62.5,67.2,1717355018437
26.6,62.5,67.2,1717355021437
26.6,62,67.2,1717355024438
26.6,62,67.2,1717355027437
26.6,62.1,67.2,1717355030438
26.6,62.1,67.2,1717355033437
26.6,62.1,67.1,1717355036438
26.6,62.1,67.1,1717355039393
26.6,62,67.1,1717355042497
26.6,62,67.1,1717355045497
26.6,62.5,67.1,1717355048498
26.6,62.5,67.2,1717355051797
26.6,62.5,67.2,1717355054798
26.6,62.1,67.1,1717355057799
26.6,62.1,67.1,1717355060798
26.6,62.5,67.2,1717355063798
26.6,62.5,67.2,1717355066798
26.6,62.5,67.2,1717355069693
26.6,62.5,67.2,1717355072798
26.5,62.5,67.2,1717355075798
26.5,62.5,67.2,1717355078798
26.5,62,67.3,1717355081798
26.5,62,67.3,1717355084796
26.5,62.5,67.2,1717355087857
26.5,62.5,67.2,1717355090858
26.5,62.1,67.2,1717355093858
26.5,62.1,67.1,1717355097159
26.5,62.1,67.1,1717355100053
26.5,62.5,67.1,1717355103158
26.5,62.5,67.1,1717355106159
26.5,62,67.2,1717355109157
26.5,62,67.2,1717355112157
26.5,62.1,67.1,1717355115159
26.5,62.1,67.1,1717355118158
26.5,62.5,67.1,1717355121158
26.5,62.5,67.1,1717355124158
26.5,62,67.2,1717355127157
26.5,62,67.2,1717355130188
26.5,62.1,67.1,1717355133229
26.5,62.1,67.1,1717355136219
26.5,62.5,67.2,1717355139219
26.5,62,67.1,1717355142519
26.5,62,67.1,1717355145517
26.5,62.1,67.2,1717355148518
26.5,62.1,67.2,1717355151519
26.5,62,67.1,1717355154520
26.5,62,67.1,1717355157519
26.5,62.5,67.1,1717355160518
26.5,62.5,67.1,1717355163518
26.5,62,67.2,1717355166518
26.5,62,67.2,1717355169518
26.5,62,67.2,1717355172518
26.5,62,67.2,1717355175519
26.5,62.5,67,1717355178578
26.5,62.5,67,1717355181578
26.5,62,67.2,1717355184579
26.4,62,67.2,1717355187880
26.4,62,67.2,1717355190877
26.5,62.1,67.1,1717355193878
26.5,62.1,67.1,1717355196879
26.5,62.5,67.1,1717355199879
26.5,62.5,67.1,1717355202879
26.5,62.1,67.1,1717355205881
26.5,62.1,67.1,1717355208879
26.5,62.1,67.1,1717355211879
26.5,62.1,67.1,1717355214878
26.5,62.5,67.2,1717355217882
26.5,62.5,67.2,1717355220880
26.5,62.5,67.1,1717355223835
26.5,62.5,67.1,1717355226941
26.4,62.5,67.1,1717355229939
26.5,62.1,67.2,1717355233241
26.5,62.1,67.2,1717355236240
26.5,62.5,67.2,1717355239241
26.5,62.5,67.2,1717355242241
26.4,62.5,67.1,1717355245240
26.4,62.5,67.1,1717355248241
26.4,61.9,67,1717355251240
26.4,61.9,67,1717355254135
26.4,62.5,67.1,1717355257242
26.4,62.5,67.1,1717355260240
26.4,62,67.1,1717355263242
26.4,62,67.1,1717355266300
26.4,62.1,67.2,1717355269301
26.4,62.1,67.2,1717355272301
26.4,62.1,67.2,1717355275300
26.4,62.1,67.1,1717355278601
26.4,62.1,67.1,1717355281602
26.4,62.5,67.1,1717355284496
26.4,62.5,67.1,1717355287599
26.4,62.5,67.1,1717355290600
26.4,62.5,67.1,1717355293601
26.4,62.1,67.2,1717355296601
26.4,62.1,67.2,1717355299600
26.4,62.1,67,1717355302600
26.4,62.1,67,1717355305600
26.4,62.1,67,1717355308600
26.4,62.1,67,1717355311601
26.4,62.5,67.2,1717355314556
26.4,62.5,67.2,1717355317660
26.4,62.5,67.1,1717355320662
26.4,62.5,67,1717355323961
26.4,62.5,67,1717355326961
26.4,62.1,67.1,1717355329961
26.4,62.1,67.1,1717355332962
26.4,62,67.2,1717355335961
26.4,62,67.2,1717355338960
26.4,62.5,67.1,1717355341961
26.4,62.5,67.1,1717355344856
26.4,62.1,67,1717355347962
26.4,62.1,67,1717355350857
26.4,62.1,67.2,1717355353961
26.4,62.1,67.2,1717355356961
26.4,62.1,67.2,1717355360022
26.4,62.1,67.2,1717355363023
26.4,62.5,67.1,1717355366023
26.4,61.9,67.1,1717355369321
26.4,61.9,67.1,1717355372321
26.4,62.1,66.9,1717355375230
26.4,62.1,66.9,1717355378322
26.4,62,67,1717355381322
26.4,62,67,1717355384322
26.4,62.5,67,1717355387323
26.4,62.5,67,1717355390322
26.4,62.1,67.2,1717355393321
26.4,62.1,67.2,1717355396323
26.4,62,67.1,1717355399322
26.4,62,67.1,1717355402323
26.4,62.5,67.2,1717355405382
26.4,62.5,67.2,1717355408381
26.4,62.1,67.2,1717355411382
26.4,62.1,67.2,1717355414742
26.4,62.1,67.2,1717355417683
26.4,62.1,67,1717355420681
26.4,62.1,67,1717355423681
26.4,62,67.2,1717355426682
26.4,62,67.2,1717355429681
26.4,62.1,67,1717355432682
26.4,62.1,67,1717355435681
26.4,61.9,67.1,1717355438681
26.4,61.9,67.1,1717355441682
26.4,62.1,67.2,1717355444682
26.4,62.1,67.2,1717355447682
26.4,62.1,67,1717355450742
26.4,62.1,67,1717355453743
26.4,62.5,67,1717355456741
26.4,62,67,1717355460043
26.4,62,67,1717355463041
26.4,62.1,67,1717355466042
26.4,62.1,67,1717355468938
26.4,62,67.2,1717355472043
26.4,62,67.2,1717355475042
26.4,62.1,67,1717355478043
26.4,62.1,67,1717355481043
26.3,62.5,67.1,1717355484043
26.3,62.5,67.1,1717355487043
26.4,61.9,67.1,1717355490043
26.4,61.9,67.1,1717355493043
26.4,61.9,67.1,1717355496103
26.4,61.9,67.1,1717355498999
26.4,61.9,67.1,1717355502105
26.4,61.9,67.2,1717355505403
26.4,61.9,67.2,1717355508403
26.3,62.1,66.9,1717355511403
26.3,62.1,66.9,1717355514403
26.3,62.1,67.2,1717355517403
26.3,62.1,67.2,1717355520403
26.4,62,67.1,1717355523403
26.4,62,67.1,1717355526403
26.3,62,67.1,1717355529298
26.3,62,67.1,1717355532402
26.3,62.1,67,1717355535403
26.3,62.1,67,1717355538405
26.4,62.5,67.1,1717355541465
26.4,62.5,67.1,1717355544464
26.3,62.1,67,1717355547464
26.3,61.9,67.1,1717355550763
26.3,61.9,67.1,1717355553763
26.3,62.1,67.1,1717355556764
26.3,62.1,67.1,1717355559659
26.3,62,67.1,1717355562763
26.3,62,67.1,1717355565763
26.3,62,67.1,1717355568763
26.3,62,67.1,1717355571763
26.3,61.9,67.1,1717355574764
26.3,61.9,67.1,1717355577764
26.3,62.5,67.1,1717355580764
26.3,62.5,67.1,1717355583764
26.3,62,67.1,1717355586824
26.3,62,67.1,1717355589724
26.3,62,67.1,1717355592825
26.3,62,67.1,1717355596125
26.3,62,67.1,1717355599124
26.3,62,66.9,1717355602124
26.3,62,66.9,1717355605124
26.3,61.9,67.1,1717355608124
26.3,61.9,67.1,1717355611125
26.3,61.9,67.1,1717355614124
26.3,61.9,67.1,1717355617124
26.3,61.9,67.1,1717355620124
26.3,61.9,67.1,1717355623124
26.3,62.1,67.1,1717355626125
26.3,62.1,67.1,1717355629126
26.3,62,67.1,1717355632187
26.3,62,67.1,1717355635185
26.3,62,67,1717355638185
26.3,62.1,67,1717355641485
26.3,62.1,67,1717355644485
26.3,62,67,1717355647484
26.3,62,67,1717355650485
26.3,61.9,67,1717355653485
26.3,61.9,67,1717355656485
26.3,62.1,67.1,1717355659485
26.3,62.1,67.1,1717355662485
26.3,61.9,67.1,1717355665485
26.3,61.9,67.1,1717355668485
26.3,62,67.1,1717355671485
26.3,62,67.1,1717355674485
26.3,61.9,67.1,1717355677605
26.3,61.9,67.1,1717355680545
26.3,61.9,67,1717355683441
26.3,61.8,67,1717355686845
26.3,61.8,67,1717355689845
26.3,61.8,67,1717355692845
26.3,61.8,67,1717355695845
26.3,61.9,67.1,1717355698845
26.3,61.9,67.1,1717355701845
26.3,61.9,67.2,1717355704845
26.3,61.9,67.2,1717355707845
26.3,62,67,1717355710846
26.3,62,67,1717355713741
26.3,62,67.1,1717355716847
26.3,62,67.1,1717355719906
26.3,62,67.1,1717355722846
26.3,62,67.1,1717355725907
26.3,62.1,67.1,1717355728906
26.3,61.9,66.9,1717355732206
26.3,61.9,66.9,1717355735206
26.3,62,67.2,1717355738206
26.3,62,67.2,1717355741206
26.3,62,67,1717355744102
26.3,62,67,1717355747207
26.3,62,67.1,1717355750206
26.3,62,67.1,1717355753206
26.3,62.5,67,1717355756207
26.3,62.5,67,1717355759206
26.3,61.8,67.1,1717355762207
26.3,61.8,67.1,1717355765206
26.3,62.1,67,1717355768266
26.3,62.1,67,1717355771266
26.3,62,67,1717355774162
26.3,62,67.1,1717355777567
26.3,62,67.1,1717355780566
26.3,62,67.1,1717355783567
26.3,62,67.1,1717355786566
26.3,62,67.1,1717355789566
26.3,62,67.1,1717355792567
26.3,62.5,67.1,1717355795567
26.3,62.5,67.1,1717355798567
26.3,62.1,67.2,1717355801567
26.3,62.1,67.2,1717355804462
26.3,62.5,67.1,1717355807567
26.3,62.5,67.1,1717355810567
26.3,62,67,1717355813627
26.3,62,67,1717355816627
26.3,61.9,67.1,1717355819627
26.3,62,67.1,1717355822927
26.3,62,67.1,1717355825927
26.3,62.1,67.1,1717355828927
26.3,62.1,67.1,1717355831927
26.3,61.8,67,1717355834823
26.3,61.8,67,1717355837927
26.2,62.5,67,1717355840928
26.2,62.5,67,1717355843928
26.2,62,67,1717355846928
26.2,62,67,1717355849927
26.2,61.7,67.1,1717355852928
26.2,61.7,67.1,1717355855928
26.2,62,67.1,1717355858928
26.2,62,67.1,1717355861988
26.2,61.9,67.1,1717355865049
26.2,62.1,67,1717355868287
26.2,62.1,67,1717355871288
26.2,61.9,66.8,1717355874287
26.2,61.9,66.8,1717355877288
26.2,62,67,1717355880288
26.2,62,67,1717355883288
26.2,61.9,67,1717355886288
26.2,61.9,67,1717355889288
26.2,61.9,67.1,1717355892288
26.2,61.9,67.1,1717355895288
26.2,62,66.9,1717355898287
26.2,62,66.9,1717355901288
26.2,62,66.9,1717355904347
26.2,62,66.9,1717355907347
26.2,61.9,67.1,1717355910348
26.2,61.8,67,1717355913648
26.2,61.8,67,1717355916648
26.2,62,67,1717355919648
26.2,62,67,1717355922648
26.2,62,67,1717355925647
26.2,62,67,1717355928544
26.2,62,66.9,1717355931648
26.2,62,66.9,1717355934648
26.2,62.1,66.9,1717355937648
26.2,62.1,66.9,1717355940648
26.2,62,66.9,1717355943648
26.2,62,66.9,1717355946648
26.2,62,67,1717355949648
26.2,62,67,1717355952605
26.2,62,67.1,1717355955709
26.2,61.9,66.8,1717355958904
26.2,61.9,66.8,1717355962009
26.2,62,67.1,1717355965008
26.2,62,67.1,1717355968008
26.2,62,67,1717355971009
26.2,62,67,1717355974009
26.1,62,67.1,1717355977009
26.1,62,67.1,1717355980009
26.1,62,67,1717355983009
26.1,62,67,1717355986009
26.1,61.9,67,1717355988904
26.1,61.9,67,1717355992009
26.1,61.9,67,1717355995008
26.1,61.9,67,1717355998069
26.2,62,66.9,1717356001069
26.1,62,67.1,1717356004369
